Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC121214078,1.4291708,287.36283529304,38.6495811275,2.1151,0.009,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0416111600728188,3621.559293071489,3630.7805477010033,3630.7805477010033,0.1123052173925617,3551.4033491464365,0.1498303599970831,3557.951305988067,0.1589278012004705,3571.0834606320323,1890000.0,km,472.791,pc,Gaia DR2 2099605968225288960,287.3629144542459,38.64973410617045,2.1160754546030147,0.0230772638143992,5673.5,5527.415,5764.0,1.3846446,1.3846446,1.9066337,1.8700078,1.8700078,2.115228776001365,0.0083849070271031,5809,68.69,1.37,0.04,0.027,0.0008,2.11608,0.0230773,50,5000,1000,Simbad,2.1151,0.0089999996125698,5803,47,43,0.7,-0.1,1.39,0.0245,0.0252,1.8,1.5,8.64e-06,0.0256,0.0263,0.00294,4.35,4.47,0.0273,0.0005,0.00051,1.9,1.1,22,22,0.11,0.0448889423415537,0.363,11.6,None,NASA,1.874,1.803,New,nextgen,TIC121214078,1.39,0.0245,0.0252,0.0176258992805755,0.0181294964028777,0 days 00:11:33.052897
TIC121214185,1.9703554,287.36181232932,38.71401542635,9.2181,0.0173,3630.7805477010033,3630.7805477010033,1.1303161182296555,3574.374059603301,1.8197008586099768,3597.493352298018,2.2908676527677656,3404.0818960756146,2.0145091078522044,3621.539279498136,3630.7805477010033,3630.7805477010033,4.655860853438528,3531.831700100824,5.592422123052675,3554.67581984433,6.053407790459124,3571.0834606320323,2700000.0,km,108.482,pc,Gaia DR2 2099606483621385216,287.36196731685897,38.71413838052882,9.185910602542275,0.0323070874076108,6110.025,5977.5,6394.06,1.7991903,1.7991903,4.8747883,4.8479047,4.8479047,9.21092673620238,0.0152510513795341,6305,50.0,1.9,0.02,0.1623,0.0018,9.18591,0.0323071,50,5000,1000,Simbad,9.2181,0.0173000004142522,6225,64,69,1.1,-1.3,1.92,0.0373,0.0379,2.0,1.1,0.000313,0.0276,0.028,0.0177,0.78,0.791,0.165,0.0032,0.0033,2.0,1.7,20,32,0.11,0.0475415170709818,0.352,22.1,None,NASA,1.86,1.802,New,nextgen,TIC121214185,1.92,0.0373,0.0379,0.0194270833333333,0.0197395833333333,0 days 00:11:26.674892
TIC121214909,2.6439228,287.3078513751,39.14472519102,1.1626,0.0126,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0234135114865645,3621.545950676964,3630.7805477010033,3630.7805477010033,0.0827179992551893,3564.511335730064,0.1220112829884626,3551.4033491464365,0.1350205449735469,3561.229810356255,,,860.141,pc,Gaia DR2 2099651529238509696,287.3078999072035,39.14470966233048,1.1944036169341246,0.0179247123989398,4935.0,4874.0,5034.0,2.5409532,2.5409532,3.7354326,3.6048353,3.6048353,1.1731178342575417,0.0103080638656291,5375,26.0,2.07,0.00341,0.0224,0.00025,1.1944,0.0179247,50,5000,1000,Simbad,1.1626,0.0126000000163912,5106,53,52,1.0,-5.0,2.44,0.0587,0.0617,2.5,17.9,8.05e-06,0.0373,0.0389,0.00284,6.57,6.86,0.0264,0.0007,0.00073,2.8,17.9,33,11,0.3100000000000001,0.126902801108087,0.436,2.19,None,Initial SEDmc Results,1.814,1.824,New,nextgen,TIC121214909,2.44,0.0587,0.0617,0.0240573770491803,0.0252868852459016,0 days 00:17:45.184480
TIC121215172,0.6015339,287.30280425794,39.28968323266,1.7698,0.0193,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0030753016824225,3621.5292735295534,3630.7805477010033,3630.7805477010033,0.0122574474402172,3551.4033491464365,0.0199710055729137,3541.604001980096,0.0214783107783696,3531.831700100824,988000.0,km,565.036,pc,Gaia DR2 2100405381897402496,287.3027720188526,39.28963991207389,1.7726557963219052,0.0246547841732086,5071.5,4881.0,5204.0,0.57129234,0.57129234,0.21565555,0.2079949,0.2079949,1.7708850791836022,0.0151973654174414,5053,192.88,0.77,0.05,0.0127,0.0008,1.77266,0.0246548,50,5000,1000,Simbad,1.7698,0.0193000007420778,5180,33,35,0.7,2.5,0.674,0.0132,0.0136,2.0,-12.5,1.42e-06,0.0317,0.0324,0.00119,13.3,13.6,0.0111,0.00025,0.00025,2.3,-12.6,12,31,0.3800000000000002,0.2462644715690818,0.352,4.6,None,NASA,1.86,1.848,New,nextgen,TIC121215172,0.674,0.0132,0.0136,0.0195845697329376,0.0201780415430267,0 days 00:10:03.773819
TIC121215333,1.0513266,287.292476306,39.38322920185,0.9849,0.0198,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0029524631018342,3621.539279498136,3630.7805477010033,3630.7805477010033,0.0095235742596255,3551.4033491464365,0.0135518979326404,3531.831700100824,0.0145881456780503,3509.134382044362,,,1015.332,pc,Gaia DR2 2100414933904708608,287.2924736936687,39.38320390998252,0.9500593296653376,0.026036784684643,5167.19,5027.0,5401.263,0.96217895,0.96217895,0.70988464,0.660936,0.660936,0.9721340920230108,0.0157604986916247,5530,165.0,0.89,0.22,0.0079,0.002,0.950059,0.0260368,50,5000,1000,Simbad,0.9849,0.0197999998927116,5358,65,74,1.4,-3.1,0.929,0.0267,0.0252,2.7,4.4,8.37e-07,0.0496,0.0477,0.000915,27.1,26.1,0.00851,0.0003,0.00029,3.4,7.7,29,15,0.19,0.0780242291107916,0.436,2.19,None,NASA,1.872,1.853,New,nextgen,TIC121215333,0.929,0.0267,0.0252,0.0287405812701829,0.0271259418729816,0 days 00:11:44.020339
TIC121275496,0.84649336,287.52963775038,38.89449625468,2.3115,0.0133,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0084792058511061,3621.489246825237,3630.7805477010033,3630.7805477010033,0.0296756373342513,3561.229810356255,0.0452480771396696,3557.951305988067,0.0477309383742563,3564.511335730064,1320000.0,km,432.62,pc,Gaia DR2 2099632837540824192,287.52963723110554,38.89450647450609,2.288035127444737,0.0171548795310575,4898.5,4823.05,4960.8335,0.8253544,0.8253544,0.37170148,0.36390018,0.36390018,2.3026908354216973,0.0105110459494134,5183,80.28,0.79,0.02,0.0168,0.0004,2.28804,0.0171549,50,5000,1000,Simbad,2.3115,0.0132999997586011,5229,104,107,2.0,0.9,0.759,0.0184,0.019,2.5,-3.9,3.08e-06,0.0352,0.0363,0.00175,10.0,10.3,0.0163,0.00041,0.00042,2.6,-3.0,14,31,0.11,0.0547901905542402,0.436,4.6,None,NASA,1.809,1.8,New,ck04,TIC121275496,0.759,0.0184,0.019,0.0242424242424242,0.0250329380764163,0 days 00:10:12.801481
TIC121276638,1.0837435,287.47852734071,38.22886733032,4.2802,0.0112,3630.7805477010033,3630.7805477010033,0.040550849270617,2964.831392779595,0.0855066953224541,3221.0688054298203,3630.7805477010033,3630.7805477010033,0.0967004267109611,3621.565964287184,3630.7805477010033,3630.7805477010033,0.2613363731448131,3561.229810356255,0.3561230109721862,3557.951305988067,0.3739382017506533,3571.0834606320323,1500000.0,km,233.634,pc,Gaia DR2 2099541715513813504,287.47864743014696,38.2290751402896,4.302703213552854,0.0243672026910523,5649.0,5549.0,6997.5,0.70629126,0.70629126,1.0775415,1.0670048,1.0670048,4.28412491757022,0.0101765055828907,5687,49.0,1.07,0.01,0.0428,0.0005,4.3027,0.0243672,50,5000,1000,Simbad,4.2802,0.0111999996006488,5650,65,67,1.2,-0.7,1.09,0.0251,0.0264,2.4,1.9,2.18e-05,0.0328,0.0345,0.00467,3.51,3.69,0.0434,0.001,0.0011,2.5,1.4,21,18,0.11,0.0450106848343856,0.445,11.6,None,NASA,1.836,1.836,New,nextgen,TIC121276638,1.09,0.0251,0.0264,0.0230275229357798,0.0242201834862385,0 days 00:11:00.259960
TIC121276933,1.6238613,287.44408745856,38.08842996826,0.7153,0.018,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0046342956232997,3621.545950676964,3630.7805477010033,3630.7805477010033,0.0133659546958561,3554.67581984433,0.0182978400140249,3544.8674429865373,0.0190195454849804,3538.343565330621,,,1398.015,pc,Gaia DR2 2099527421862552832,287.44411041956823,38.08841827717921,0.6888036574304645,0.0227724746525285,5417.0,5348.0,5506.895,1.571278,1.571278,2.0456338,1.8689464,1.8689464,0.7051113443675197,0.0141213333172765,5428,50.0,1.46,0.0332,0.00971,0.00033,0.688804,0.0227725,50,5000,1000,Simbad,0.7153,0.0179999992251396,5443,62,63,1.2,0.3,1.5,0.0363,0.0374,2.5,2.7,1.15e-06,0.0494,0.0501,0.00107,23.0,23.4,0.00998,0.00035,0.00035,3.5,2.8,23,21,0.11,0.0666162781534561,0.445,3.55,None,Initial SEDmc Results,1.818,1.851,New,nextgen,TIC121276933,1.5,0.0363,0.0374,0.0242,0.0249333333333333,0 days 00:15:53.142747
TIC121327187,1.3804841,287.65498813022,39.24428168264,2.5924,0.0083,3630.7805477010033,3630.7805477010033,0.0265460518890089,2884.0315031265977,0.0539510774159325,3076.0967944761464,3630.7805477010033,3630.7805477010033,0.0621930909877389,3621.565964287184,3630.7805477010033,3630.7805477010033,0.1681124289314338,3561.229810356255,0.2320598331145415,3557.951305988067,0.2407686625669975,3564.511335730064,1960000.0,km,385.743,pc,Gaia DR2 2099656472742686848,287.6550196013779,39.24417164295344,2.560864371299914,0.0249032693388315,5791.25,5730.205,5809.0,1.3720605,1.3720605,1.9312869,1.899127,1.899127,2.589247182397381,0.0078741746303751,5746,66.6,1.41,0.06,0.0336,0.0015,2.56086,0.0249033,50,5000,1000,Simbad,2.5924,0.0082999998703598,5575,68,71,1.3,-3.0,1.46,0.0331,0.0351,2.4,3.5,1.43e-05,0.0324,0.0343,0.00378,4.28,4.54,0.0352,0.00081,0.00085,2.4,4.8,27,17,0.11,0.0469166827729915,0.363,4.6,None,NASA,1.833,1.845,New,ck04,TIC121327187,1.46,0.0331,0.0351,0.0226712328767123,0.0240410958904109,0 days 00:11:13.084812
TIC121329580,0.91037023,287.70689630543,40.68523766164,1.5608,0.015,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0056730867873744,3621.549286270987,3630.7805477010033,3630.7805477010033,0.0182810040883178,3554.67581984433,0.0268905642094632,3554.67581984433,0.0289734389309287,3548.133891118337,,,640.697,pc,Gaia DR2 2100629063795587840,287.70690308036643,40.68521605716477,1.5543018998131364,0.0182497310441891,5121.31,4998.06,5342.0,0.8367051,0.8367051,0.5136355,0.49675614,0.49675614,1.5581800457428292,0.0115880436214046,5190,85.0,0.9,0.05,0.013,0.0007,1.5543,0.0182497,50,5000,1000,Simbad,1.5608,0.0149999996647238,5225,50,50,1.0,0.7,0.866,0.0162,0.0166,1.9,-3.8,1.83e-06,0.0297,0.0303,0.00135,11.0,11.2,0.0126,0.00026,0.00027,2.1,-3.1,30,14,0.11,0.0463091295579368,0.35,4.6,None,NASA,1.81,1.825,New,ck04,TIC121329580,0.866,0.0162,0.0166,0.0187066974595842,0.0191685912240184,0 days 00:11:29.806890
TIC121333305,0.6206893,287.82639594558,40.69660670365,1.6538,0.0274,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0016179769137734,3621.455891576245,3630.7805477010033,3630.7805477010033,0.0078922378426429,3531.831700100824,0.0140216784355869,3531.831700100824,0.0152897346404281,3512.36790967016,,,604.668,pc,Gaia DR2 2100625696541277312,287.8264561062809,40.696598801084114,1.6083672839736227,0.031812657034038,4607.88,4472.0,4741.4277,0.5862168,0.5862168,0.156476,0.14906958,0.14906958,1.634450688500149,0.0207610039681904,4380,130.0,0.53,0.04,0.0079,0.0006,1.60837,0.0318127,50,5000,1000,Simbad,1.6538,0.0274000000208616,4315,35,37,0.9,-1.5,0.678,0.0188,0.02,2.9,27.9,1.26e-06,0.0457,0.0478,0.00112,20.4,21.3,0.0104,0.00034,0.00035,3.4,31.6,12,29,0.4300000000000002,0.3613415854295305,0.363,3.55,None,NASA,1.829,1.828,New,ck04,TIC121333305,0.678,0.0188,0.02,0.0277286135693215,0.0294985250737463,0 days 00:10:03.153418
TIC121333541,1.0294025,287.85702543807,40.54717825258,1.8163,0.0116,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.026560652446692,3621.552621868082,3630.7805477010033,3630.7805477010033,0.0617731667598117,3564.511335730064,0.0784874026275134,3541.604001980096,0.0802416821416808,3564.511335730064,,,550.57,pc,Gaia DR2 2100623600597189504,287.8570172636576,40.54719092426323,1.8284995755140283,0.023704879139521,6382.0,6210.6523,6812.71,0.9033562,0.9033562,1.5837709,1.5461354,1.5461354,1.818656954679502,0.0104193589891871,6188,65.25,1.21,0.14,0.0206,0.0024,1.8285,0.0237049,50,5000,1000,Simbad,1.8163,0.0115999998524785,6287,80,91,1.4,1.6,1.12,0.0227,0.0236,2.1,-7.4,4.14e-06,0.0301,0.0311,0.00203,7.4,7.64,0.0189,0.0004,0.00042,2.2,-8.3,12,31,0.2,0.1318280990629115,0.363,4.6,None,NASA,1.928,1.861,New,nextgen,TIC121333541,1.12,0.0227,0.0236,0.0202678571428571,0.0210714285714285,0 days 00:09:02.900951
TIC121458206,1.5939733,287.97576193492,39.08718277957,0.9421,0.0139,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0099650880436526,3621.552621868082,3630.7805477010033,3630.7805477010033,0.0278997235044495,3554.67581984433,0.0371535098559553,3557.951305988067,0.0392283330225178,3554.67581984433,,,1061.458,pc,Gaia DR2 2099686125195464576,287.97572128700614,39.087167982749406,0.9311920541849434,0.0237232695096914,5661.0,5405.7266,6241.1475,1.3114098,1.3114098,2.3508742,2.1962457,2.1962457,0.939312282626544,0.011992988785647,6012,100.0,1.47,0.29,0.0127,0.0025,0.931192,0.0237233,50,5000,1000,Simbad,0.9421,0.0138999996706843,5864,40,55,0.9,-2.5,1.51,0.0288,0.029,1.9,2.7,2.02e-06,0.0341,0.0343,0.00142,12.0,12.1,0.0132,0.00032,0.00032,2.4,3.9,22,22,0.14,0.084587998587636,0.363,3.55,None,NASA,1.962,1.897,New,nextgen,TIC121458206,1.51,0.0288,0.029,0.0190728476821192,0.019205298013245,0 days 00:09:41.226144
TIC121458707,0.6293586,287.89162697368,39.33912413348,2.5468,0.0173,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0047652686208324,3621.539279498136,3630.7805477010033,3630.7805477010033,0.0225112690518325,3554.67581984433,0.0391561435046809,3544.8674429865373,0.0433710499499697,3551.4033491464365,,,392.65,pc,Gaia DR2 2099740761478810624,287.8915706984984,39.339097943530845,2.544414961907504,0.0211167447604064,4719.24,4511.9897,4896.0,0.5847356,0.5847356,0.17700249,0.17307681,0.17307681,2.545842120970333,0.0133824196202226,3867,81.0,0.794,0.0261,0.0188,0.00063,2.54441,0.0211167,50,5000,1000,Simbad,2.5468,0.0173000004142522,3903,83,93,2.4,0.9,0.849,0.0296,0.0309,3.6,6.9,4.68e-06,0.0502,0.0524,0.00216,11.6,12.1,0.0201,0.00071,0.00074,3.7,6.9,12,31,0.2900000000000001,0.1402787070645965,0.445,4.6,None,Initial SEDmc Results,1.907,1.911,New,ck04,TIC121458707,0.849,0.0296,0.0309,0.0348645465253239,0.0363957597173144,0 days 00:14:36.288691
TIC121460918,1.8738258,287.89710762364,40.63781772568,0.5325,0.0188,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0035890970257122,3621.539279498136,3630.7805477010033,3630.7805477010033,0.0100554145239493,3548.133891118337,0.0138675573142549,3541.604001980096,0.0142955202953801,3502.67626654221,,,1877.934,pc,Gaia DR2 2100624562669914240,287.89710657855886,40.63781408966325,0.5269443894374392,0.0221990211041504,5409.0,5385.75,5480.0,1.825585,1.825585,2.7078278,2.4075534,2.4075534,0.5301796381672168,0.014346494071896,5751,100.0,1.43,0.26,0.007,0.0013,0.526944,0.022199,50,5000,1000,Simbad,0.5325,0.0187999997287988,5454,60,59,1.1,-5.2,1.78,0.0449,0.0472,2.7,24.5,8.98e-07,0.0614,0.0624,0.000948,32.4,32.9,0.00882,0.00038,0.00039,4.4,26.0,34,10,0.3200000000000002,0.1960551530574903,0.35,2.19,None,NASA,1.829,1.827,New,ck04,TIC121460918,1.78,0.0449,0.0472,0.0252247191011235,0.0265168539325842,0 days 00:12:32.452191
TIC121465371,2.1348507,288.0956344891999,40.36597423184,0.6639,0.0119,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0098174701169915,3621.552621868082,3630.7805477010033,3630.7805477010033,0.0250957391079901,3557.951305988067,0.0312752016850584,3544.8674429865373,0.032508733165093,3551.4033491464365,,,1506.251,pc,Gaia DR2 2100559554044410624,288.09559168687633,40.365909003328326,0.6403810549915111,0.0156404071253652,5857.5,5820.75,5973.0,2.0530858,2.0530858,4.8336916,4.485491,4.485491,0.6552769055626882,0.0094704519854193,5791,61.0,1.98,0.0469,0.0122,0.00036,0.640381,0.0156404,50,5000,1000,Simbad,0.6639,0.0119000002741813,5794,88,88,1.5,0.1,2.03,0.0539,0.0587,2.9,2.5,1.82e-06,0.0453,0.0481,0.00135,16.8,17.8,0.0125,0.0004,0.00043,3.4,2.5,22,22,0.11,0.0593277202659854,0.478,3.55,None,Initial SEDmc Results,1.847,1.84,New,nextgen,TIC121465371,2.03,0.0539,0.0587,0.026551724137931,0.0289162561576354,0 days 00:17:07.343142
TIC121465404,0.8179386,288.02971943835,40.34417790102,1.2552,0.0213,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0024619616323066,3621.495917911901,3630.7805477010033,3630.7805477010033,0.0090115643061388,3535.086136336924,0.0137911392449769,3538.343565330621,0.0154596615420627,3515.604404800473,,,796.686,pc,Gaia DR2 2100570824038577792,288.0297157374147,40.34419335798204,1.2661130862838974,0.0255904454461978,4910.63,4838.963,4974.34,0.7971209,0.7971209,0.3504975,0.33258933,0.33258933,1.2596662931073597,0.0163710924707605,5237,157.0,0.83,0.12,0.0098,0.0014,1.26611,0.0255904,50,5000,1000,Simbad,1.2552,0.0212999992072582,5148,107,113,2.2,-1.7,0.797,0.0217,0.0227,2.8,-4.0,1e-06,0.0454,0.0469,0.001,22.7,23.4,0.0093,0.0003,0.00031,3.3,-5.1,12,29,0.3400000000000002,0.1817659471827373,0.436,4.6,None,NASA,1.759,1.793,New,nextgen,TIC121465404,0.797,0.0217,0.0227,0.0272271016311166,0.0284818067754077,0 days 00:09:50.726115
TIC121467823,1.6733294,288.1337013576,38.99686378322,1.1001,0.0119,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0154010021224649,3621.552621868082,3630.7805477010033,3630.7805477010033,0.0421890788072164,3561.229810356255,0.0562859412268874,3564.511335730064,0.0569639541459527,3561.229810356255,,,909.008,pc,Gaia DR2 2099681216051775616,288.1336792821638,38.99689230241839,1.0451567432381983,0.0167009138095209,5801.6665,5762.0,5875.5,1.6315384,1.6315384,2.858042,2.7263656,2.7263656,1.0815983350328913,0.0096914429054923,5839,74.39,1.38,0.34,0.0134,0.0033,1.04516,0.0167009,50,5000,1000,Simbad,1.1001,0.0119000002741813,5601,66,70,1.2,-4.1,1.65,0.039,0.0405,2.5,19.6,3.29e-06,0.0368,0.0379,0.00181,10.1,10.4,0.0169,0.00044,0.00045,2.7,26.1,31,13,0.3700000000000002,0.2568317308509263,0.445,11.6,None,NASA,1.841,1.828,New,nextgen,TIC121467823,1.65,0.039,0.0405,0.0236363636363636,0.0245454545454545,0 days 00:12:18.714370
TIC121490076,0.74637246,343.5723676684499,-43.01034708282,21.6179,0.0148,3630.7805477010033,3630.7805477010033,0.1584893749308044,3467.3685021459155,0.3981073104271221,3531.831700100824,3630.7805477010033,3630.7805477010033,0.5162724520757692,3621.4325438613423,3630.7805477010033,3630.7805477010033,1.9142564630750083,3531.831700100824,3.104559369973061,3493.011377457244,3.445084954489808,3528.5802599318085,,,46.258,pc,Gaia DR2 6541360574788758016,343.5723793809786,-43.01022913808301,21.61043256171888,0.0400444307856443,4788.5547,4690.0,4872.1196,0.7209889,0.7209889,0.26389048,0.263048,0.263048,21.617002561791075,0.0138822091041946,4930,100.0,0.74,0.01,0.1487,0.002,21.6104,0.0400444,50,5000,1000,Simbad,21.6179,0.0148000000044703,4849,54,60,1.2,-1.6,0.73,0.0175,0.018,2.5,-1.4,0.000249,0.0339,0.0349,0.0158,1.07,1.11,0.147,0.0035,0.0036,2.4,-1.1,15,38,0.15,0.0938579631940765,0.436,22.1,None,NASA,1.863,1.866,New,ck04,TIC121490076,0.73,0.0175,0.018,0.023972602739726,0.0246575342465753,0 days 00:09:35.492700
TIC121598758,0.937702,288.23409805098,40.52089121732,1.1031,0.0193,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0037513700853892,3621.449220563313,3630.7805477010033,3630.7805477010033,0.0107944332314046,3551.4033491464365,0.0155310217345472,3541.604001980096,0.0162929620437401,3531.831700100824,,,906.536,pc,Gaia DR2 2102063136195478656,288.23410251074154,40.520897017941046,1.0936180356684706,0.0208834963714884,5374.6665,5347.5,5573.935,0.87185466,0.87185466,0.6610442,0.62719595,0.62719595,1.098732090621228,0.0141739488853837,5560,100.0,0.94,0.14,0.0096,0.0014,1.09362,0.0208835,50,5000,1000,Simbad,1.1031,0.0193000007420778,5627,88,96,1.7,1.2,0.89,0.0207,0.0213,2.4,-5.3,9.64e-07,0.0412,0.0419,0.000982,21.0,21.3,0.00913,0.00027,0.00027,3.0,-4.9,14,31,0.16,0.0946108248515747,0.436,4.6,None,NASA,1.766,1.796,New,nextgen,TIC121598758,0.89,0.0207,0.0213,0.0232584269662921,0.0239325842696629,0 days 00:09:39.592837
TIC121603761,0.78481007,288.47146310033,40.26979377619,1.8159,0.0172,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0051719473900387,3621.442549562669,3630.7805477010033,3630.7805477010033,0.0178813366073455,3561.229810356255,0.0262059533375638,3561.229810356255,0.0273652825037506,3541.604001980096,,,550.691,pc,Gaia DR2 2101305469605609088,288.47149686549386,40.26981574680412,1.788294249754222,0.0219993041227182,5043.5,4997.6665,5158.045,0.7503405,0.7503405,0.35904753,0.34738797,0.34738797,1.805427074581679,0.0135501209455974,5350,73.41,0.84,0.07,0.014,0.0012,1.78829,0.0219993,50,5000,1000,Simbad,1.8159,0.0172000005841255,5431,41,39,0.7,1.5,0.757,0.0172,0.0182,2.4,-9.9,1.89e-06,0.0348,0.0365,0.00137,12.7,13.3,0.0128,0.00031,0.00033,2.6,-8.6,12,33,0.3400000000000002,0.191723469132856,0.35,11.6,None,NASA,1.791,1.805,New,nextgen,TIC121603761,0.757,0.0172,0.0182,0.0227212681638044,0.0240422721268163,0 days 00:09:35.101049
