Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC123417308,1.2276921,282.2001054962699,44.42227367381,1.0318,0.0112,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0105136487534958,3621.549286270987,3630.7805477010033,3630.7805477010033,0.0242549347068533,3561.229810356255,0.0326888672772227,3554.67581984433,0.0322998167183595,3567.7958848932244,,,969.18,pc,Gaia DR2 2105415306628609024,282.2001207257857,44.42227948530988,1.0251531185746936,0.0141643026534964,6190.0,5931.0,6524.0,1.105205,1.105205,1.9935917,1.9094194,1.9094194,1.0292429072293685,0.0087853582200067,6067,100.0,1.46,0.28,0.0139,0.0027,1.02515,0.0141643,50,5000,1000,Simbad,1.0318,0.0111999996006488,6256,74,79,1.3,3.1,1.27,0.0304,0.0315,2.5,-13.0,1.72e-06,0.0372,0.0383,0.00131,14.2,14.6,0.0122,0.00032,0.00033,2.7,-12.2,13,31,0.2500000000000001,0.1858028675160927,0.35,11.6,None,NASA,1.865,1.838,New,nextgen,TIC123417308,1.27,0.0304,0.0315,0.0239370078740157,0.0248031496062992,0 days 00:10:53.176882
TIC123417850,,282.25018054403,44.9211049783,10.3822,0.0362,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0011106758037375,3621.229086359941,3630.7805477010033,3630.7805477010033,0.0132923007401687,3561.229810356255,0.0213796246508511,3544.8674429865373,0.026865822079195,3551.4033491464365,401000.0,km,96.319,pc,Gaia DR2 2106929849536047744,282.25010472771135,44.92100197556256,10.351553160891411,0.0546893393125349,3483.7576,3315.75,3820.85,,,,,,10.372863229566336,0.0301861810850414,3359,60.0,0.24,0.04,0.0231,0.0039,10.3516,0.0546893,50,5000,1000,Simbad,10.3822,0.036200001835823,3435,37,37,1.1,2.3,0.215,0.00929,0.0109,5.1,-10.4,4.98e-06,0.0613,0.0719,0.00223,13.7,16.1,0.0208,0.0009,0.0011,5.3,-10.0,12,30,0.2500000000000001,0.1344040616568676,0.363,4.6,None,NASA,1.905,1.938,New,nextgen,TIC123417850,0.215,0.00929,0.0109,0.0432093023255813,0.0506976744186046,0 days 00:05:22.465483
TIC123444694,0.90606016,282.11783929067,46.22393115711,3.3945,0.0088,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0465334032699956,3621.509260122096,3630.7805477010033,3630.7805477010033,0.1278791822622589,3561.229810356255,0.167186034545641,3561.229810356255,0.1739402482014833,3594.1814633444496,,,294.594,pc,Gaia DR2 2119099931425654912,282.11782107661446,46.223954732570526,3.3380102381633514,0.0204083550979662,5819.0,5506.35,6704.35,0.68255925,0.68255925,0.8480124,0.8384316,0.8384316,3.3856435424669025,0.0080807775701095,5734,104.0,0.96,0.14,0.0298,0.0044,3.33801,0.0204084,50,5000,1000,Simbad,3.3945,0.0087999999523162,5776,26,25,0.4,0.7,0.919,0.0128,0.0135,1.5,-4.3,9.73e-06,0.02,0.0211,0.00312,3.21,3.38,0.029,0.00041,0.00043,1.5,-2.7,30,15,0.11,0.0389059374324345,0.231,4.6,None,NASA,1.787,1.805,New,ck04,TIC123444694,0.919,0.0128,0.0135,0.0139281828073993,0.0146898803046789,0 days 00:12:27.284026
TIC123445166,1.2556643,282.2129529548499,46.71782138813,1.6671,0.0107,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0168395444076401,3621.5626286778,3630.7805477010033,3630.7805477010033,0.0481282313645568,3561.229810356255,0.064983034521898,3564.511335730064,0.0696305637709035,3594.1814633444496,1750000.0,km,599.844,pc,Gaia DR2 2119511080054847616,282.2130446706299,46.71778975785823,1.6500048069841686,0.0126764718046099,5484.0,5427.3335,5838.75,1.1077167,1.1077167,1.2847884,1.2533585,1.2533585,1.659987535968186,0.0081765751387088,5665,54.97,1.19,0.17,0.0183,0.0026,1.65,0.0126765,50,5000,1000,Simbad,1.6671,0.010700000450015,5633,57,60,1.1,-0.6,1.19,0.0221,0.0228,1.9,0.0,3.94e-06,0.0278,0.0286,0.00198,7.0,7.2,0.0185,0.00036,0.00037,2.0,1.1,28,17,0.11,0.048682867392813,0.363,4.5,None,NASA,1.798,1.82,New,nextgen,TIC123445166,1.19,0.0221,0.0228,0.0185714285714285,0.0191596638655462,0 days 00:12:34.803293
TIC123447451,1.2231622,282.36354374881,46.67524052473,0.6247,0.0244,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0020785415610192,3621.505924564939,3630.7805477010033,3630.7805477010033,0.0055924221230526,3551.4033491464365,0.0080909581389645,3499.451673165252,0.0083945986854283,3438.745221158583,,,1600.768,pc,Gaia DR2 2119507506642066176,282.36353147893175,46.67523837783649,0.598853625097317,0.0377760762175975,5468.75,5403.5303,5506.24,1.2065626,1.2065626,1.2056329,1.0302539,1.0302539,0.6170912387696671,0.0204962308596988,5614,75.11,0.89,0.09,0.005,0.0006,0.598854,0.0377761,50,5000,1000,Simbad,0.6247,0.0243999995291233,5497,87,91,1.7,-2.1,1.12,0.0344,0.0373,3.3,25.8,4.9e-07,0.0703,0.0726,0.0007,50.2,51.9,0.00651,0.00032,0.00033,5.1,30.2,26,16,0.4300000000000002,0.3739091484850637,0.468,3.55,None,NASA,1.866,1.896,New,nextgen,TIC123447451,1.12,0.0344,0.0373,0.0307142857142857,0.0333035714285714,0 days 00:11:48.013872
TIC123447592,2.3152604,282.30125129105,46.51619823552,0.9846,0.0088,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0429676379027042,3621.559293071489,3630.7805477010033,3630.7805477010033,0.0909494121262851,3561.229810356255,0.1046164712751215,3561.229810356255,0.112823606615272,3594.1814633444496,,,1015.641,pc,Gaia DR2 2119130163697443840,282.30125045169507,46.51618138340393,0.90090670737151,0.0222745156800674,6842.25,6541.0,7031.04,2.192596,2.192596,10.584983,10.117797,10.117797,0.9733007047333176,0.008184433448376,6680,94.5,1.77,0.83,0.0148,0.007,0.900907,0.0222745,50,5000,1000,Simbad,0.9846,0.0087999999523162,6587,69,82,1.2,-1.4,2.13,0.0731,0.0747,3.5,20.3,4.4e-06,0.0502,0.0512,0.0021,12.0,12.2,0.0195,0.00069,0.00071,3.6,31.8,15,31,0.4400000000000003,0.3653576737537539,0.231,11.6,None,NASA,1.91,1.88,New,ck04,TIC123447592,2.13,0.0731,0.0747,0.034319248826291,0.0350704225352112,0 days 00:11:06.552448
TIC123448077,0.66441464,282.42303200148,46.0140082688,2.1627,0.0179,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0055533842469884,3621.545950676964,3630.7805477010033,3630.7805477010033,0.0228034183164329,3554.67581984433,0.036408275077447,3554.67581984433,0.0404017400670058,3577.667696856915,,,462.385,pc,Gaia DR2 2107084399639196544,282.4229400798991,46.013976057859146,2.166769589811496,0.0205761686277607,5062.25,4948.6426,5169.5,0.63713187,0.63713187,0.26118454,0.25450334,0.25450334,2.16445310164612,0.0135049425341316,4828,42.43,0.74,0.02,0.0149,0.0004,2.16677,0.0205762,50,5000,1000,Simbad,2.1627,0.0178999993950128,4782,58,68,1.4,-1.0,0.764,0.0224,0.0213,2.8,3.2,2.73e-06,0.0431,0.0411,0.00165,13.0,12.4,0.0154,0.00047,0.00045,2.9,3.4,25,17,0.11,0.0425703715873918,0.478,11.6,None,NASA,1.995,1.959,New,nextgen,TIC123448077,0.764,0.0224,0.0213,0.0293193717277486,0.0278795811518324,0 days 00:11:42.291554
TIC123449386,1.1489118,282.37752280719,44.69458194433,0.9303,0.0138,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0075583880324642,3621.535944689951,3630.7805477010033,3630.7805477010033,0.018030173607691,3554.67581984433,0.0226151787324061,3561.229810356255,0.0236374247182872,3554.67581984433,,,1074.922,pc,Gaia DR2 2105414310196331264,282.3775397354857,44.69456898594115,0.9038602207623092,0.0190044848564522,6272.7695,6046.5864,6518.0,1.0640858,1.0640858,1.841219,1.7342881,1.7342881,0.9211718344066968,0.0111665481928864,6474,159.0,1.24,0.38,0.0104,0.0032,0.90386,0.0190045,50,5000,1000,Simbad,0.9303,0.0137999998405575,6403,103,111,1.7,-1.1,1.18,0.0255,0.0263,2.2,-4.8,1.21e-06,0.0371,0.0379,0.0011,16.9,17.2,0.0102,0.00027,0.00027,2.6,-1.9,12,32,0.13,0.0637758605077394,0.35,4.6,None,NASA,1.842,1.817,New,nextgen,TIC123449386,1.18,0.0255,0.0263,0.0216101694915254,0.0222881355932203,0 days 00:10:38.268152
TIC123450224,1.1245166,282.39191251298,43.88934653485,2.5495,0.01,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0310898288970615,3621.559293071489,3630.7805477010033,3630.7805477010033,0.0887156230227459,3561.229810356255,0.1178148273542629,3571.0834606320323,0.1239367413835473,3577.667696856915,,,392.234,pc,Gaia DR2 2105362903731391744,282.3919450611155,43.88941666570939,2.5287428169837374,0.0272155275413857,5463.75,4990.25,5561.0,1.0855297,1.0855297,1.0152891,0.9969226,0.9969226,2.5470309201786554,0.0093864228493459,5594,100.0,1.3,0.25,0.0306,0.0059,2.52874,0.0272155,50,5000,1000,Simbad,2.5495,0.0099999997764825,5999,19,17,0.3,7.2,1.05,0.0183,0.0183,1.7,-19.2,7.17e-06,0.0253,0.0253,0.00268,4.72,4.72,0.0249,0.00044,0.00044,1.8,-18.6,13,27,0.4600000000000003,0.3194306364684783,0.35,11.6,None,NASA,3.313,2.369,New,nextgen,TIC123450224,1.05,0.0183,0.0183,0.0174285714285714,0.0174285714285714,0 days 00:10:45.103286
TIC123451321,0.8928884,282.3355690975,42.84543116698,0.9092,0.0275,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0021901800192238,3621.4992534598414,3630.7805477010033,3630.7805477010033,0.0072577155336841,3557.951305988067,0.0107250631140348,3525.3318070237515,0.0113658031019034,3509.134382044362,,,1099.868,pc,Gaia DR2 2104797381093952256,282.33553870482814,42.84534166151843,0.9701906864958644,0.0390885205960052,5151.113,5055.0,5336.9824,0.83177865,0.83177865,0.50570047,0.45902824,0.45902824,0.9293930499653904,0.0224915006503575,5505,164.0,0.87,0.2,0.0079,0.0018,0.970191,0.0390885,50,5000,1000,Simbad,0.9092,0.0274999998509883,5470,43,45,0.8,-0.6,0.916,0.0204,0.0215,2.3,5.3,6.94e-07,0.0531,0.0541,0.000833,31.9,32.5,0.00775,0.00029,0.0003,3.9,-1.9,12,28,0.17,0.0973064046906274,0.363,4.6,None,NASA,1.799,1.798,New,nextgen,TIC123451321,0.916,0.0204,0.0215,0.0222707423580786,0.023471615720524,0 days 00:10:34.078558
TIC123451768,1.1656607,282.3327847716799,42.46382297074,0.9336,0.0173,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0039481820619713,3621.5426150860144,3630.7805477010033,3630.7805477010033,0.0120337187375003,3561.229810356255,0.0163832429610803,3554.67581984433,0.0175388056346375,3531.831700100824,,,1071.123,pc,Gaia DR2 2104759585381348608,282.332831183683,42.46381249730557,0.9027216423599168,0.0223434966405044,5372.25,5345.5,5525.75,1.1017984,1.1017984,1.0196801,0.9548412,0.9548412,0.92202663600758,0.0136789842201632,5698,92.85,0.97,0.2,0.0081,0.0017,0.902722,0.0223435,50,5000,1000,Simbad,0.9336,0.0173000004142522,5419,53,57,1.1,-4.9,1.09,0.0247,0.0252,2.3,12.4,1.04e-06,0.0414,0.0419,0.00102,20.3,20.5,0.00946,0.00028,0.00028,3.0,16.8,34,10,0.2500000000000001,0.1224938121241863,0.35,4.6,None,NASA,1.857,1.862,New,ck04,TIC123451768,1.09,0.0247,0.0252,0.0226605504587155,0.0231192660550458,0 days 00:12:58.144902
TIC123490277,2.356602,282.4391605478,43.73446746678,0.3905,0.0221,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0024702731608693,3621.515931245626,3630.7805477010033,3630.7805477010033,0.007841518601186,3561.229810356255,0.012246158550533,3531.831700100824,0.0124853246994506,3502.67626654221,,,2560.819,pc,Gaia DR2 2105221139747765504,282.4391401543041,43.7344290970213,0.3975449144109695,0.0323571378987596,5113.22,4813.7275,5335.0,2.1647432,2.1647432,3.42015,2.756636,2.756636,0.392740992051676,0.0182495599691935,5120,86.0,2.17,0.0825,0.00788,0.00054,0.397545,0.0323571,50,5000,1000,Simbad,0.3905,0.0220999997109174,5063,60,63,1.2,-1.1,2.33,0.0701,0.0755,3.2,7.4,8.28e-07,0.0906,0.0922,0.00091,49.8,50.7,0.00846,0.00054,0.00055,6.5,7.4,16,26,0.15,0.0890476052160491,0.363,4.6,None,Initial SEDmc Results,1.802,1.825,New,ck04,TIC123490277,2.33,0.0701,0.0755,0.0300858369098712,0.0324034334763948,0 days 00:24:37.954768
TIC123490444,0.7220188,282.46810012993,43.88990255485,2.1354,0.016,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0061359257613179,3621.545950676964,3630.7805477010033,3630.7805477010033,0.0218776123961827,3561.229810356255,0.0335119764935798,3564.511335730064,0.0358096323868282,3587.566829506332,988000.0,km,468.296,pc,Gaia DR2 2105316247502568576,282.4681674084237,43.88994644079167,2.113855882378372,0.0214025441823734,5045.9126,4964.08,5284.1577,0.6583797,0.6583797,0.3044743,0.29626969,0.29626969,2.1276762432774965,0.0128149034842549,5208,200.0,0.81,0.46,0.0159,0.009,2.11386,0.0214025,50,5000,1000,Simbad,2.1354,0.0160000007599592,5385,45,42,0.8,3.4,0.708,0.0143,0.0147,2.1,-12.6,2.29e-06,0.0305,0.0312,0.00151,10.1,10.3,0.0141,0.0003,0.00031,2.2,-11.3,12,33,0.3200000000000002,0.1981477522035094,0.352,11.6,None,NASA,1.852,1.804,New,nextgen,TIC123490444,0.708,0.0143,0.0147,0.0201977401129943,0.0207627118644067,0 days 00:11:01.724820
TIC123490545,1.7367171,282.49222589262,43.9801929137,2.5134,0.0125,3630.7805477010033,3630.7805477010033,0.0544502442402386,3250.87298188531,0.0765596902800054,3221.0688054298203,3630.7805477010033,3630.7805477010033,0.1109843945307626,3621.539279498136,3630.7805477010033,3630.7805477010033,0.2575134646599653,3561.229810356255,0.3329661273220229,3564.511335730064,0.3283975569445355,3594.1814633444496,2310000.0,km,397.867,pc,Gaia DR2 2105318412166111232,282.4922621874141,43.98024422312906,2.4942124371540904,0.0246965973976734,6036.3335,6013.0,6297.1323,1.595842,1.595842,3.607828,3.5464432,3.5464432,2.50948696602458,0.0111528028116917,6136,33.4,1.61,0.1,0.0373,0.0023,2.49421,0.0246966,50,5000,1000,Simbad,2.5134,0.0125000001862645,6127,38,44,0.7,-0.1,1.63,0.0312,0.0309,1.9,1.2,1.68e-05,0.028,0.0277,0.0041,3.42,3.38,0.0381,0.00075,0.00075,2.0,2.1,24,20,0.11,0.0600544809743726,0.231,11.6,None,NASA,1.881,1.859,New,ck04,TIC123490545,1.63,0.0312,0.0309,0.0191411042944785,0.0189570552147239,0 days 00:12:39.723398
TIC123492903,,282.45064851013,46.32139962583,1.1489,0.3234,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0059788227292858,3615.966513892352,3630.7805477010033,3630.7805477010033,0.0317394967619974,3561.229810356255,0.0539013894393564,3554.67581984433,0.059374526425695,3594.1814633444496,,,,,Gaia DR2 2107111749991029248,282.4506926714919,46.3213670636688,0.6078561133844025,0.4127260401577574,4821.1377,4499.0,5009.0,,,,,,0.9430789287817894,0.2545602218072371,4584,46.0,1.7,0.0557,0.0182,0.0051,0.6078561,0.412726,50,5000,1000,Simbad,1.1489,0.3233999907970428,4563,54,50,1.1,-0.5,1.77,0.0542,0.0613,3.5,4.1,4.14e-06,0.4,0.401,0.00203,98.3,98.5,0.0189,0.0054,0.0054,28.6,3.8,14,27,0.11,0.0654599477556276,0.478,11.6,None,Initial SEDmc Results,1.826,1.82,New,nextgen,TIC123492903,1.77,0.0542,0.0613,0.0306214689265536,0.0346327683615819,0 days 00:23:24.545860
TIC123497954,0.6411115,282.72406311064,44.3464746265,2.2545,0.0293,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0015497444369539,3621.452556068243,3630.7805477010033,3630.7805477010033,0.0102329299228074,3544.8674429865373,0.0188973169182434,3554.67581984433,0.02195837457633,3561.229810356255,813000.0,km,443.557,pc,Gaia DR2 2105358166383528192,282.724109784442,44.34650978744383,2.228596810996428,0.0349029869425179,4065.0,3975.5,4178.325,0.60680646,0.60680646,0.10111231,0.09739999,0.09739999,2.2437918870336944,0.022441012604405,4043,36.21,0.56,0.02,0.0116,0.0005,2.2286,0.034903,50,5000,1000,Simbad,2.2545,0.0293000005185604,3971,49,43,1.1,-1.8,0.644,0.0242,0.0267,4.1,15.0,2.11e-06,0.0562,0.0614,0.00145,19.3,21.1,0.0135,0.00054,0.00059,4.4,16.4,18,24,0.2400000000000001,0.1724149404772444,0.436,11.6,None,NASA,1.869,1.86,New,ck04,TIC123497954,0.644,0.0242,0.0267,0.0375776397515527,0.0414596273291925,0 days 00:11:15.955842
TIC123499226,1.1987858,282.65739023343,43.16250221404,0.7436,0.02,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0030075845814985,3621.532609108216,3630.7805477010033,3630.7805477010033,0.0090364928322581,3541.604001980096,0.0120226464582318,3505.903843271686,0.0139829852421608,3502.67626654221,,,1344.809,pc,Gaia DR2 2105168775506130048,282.65738910162787,43.162533447104,0.7492235632301253,0.0212727100850281,5423.0,5351.5,5719.7676,1.077616,1.077616,1.1197892,1.0350187,1.0350187,0.7462385347177379,0.0145713045904156,5659,86.94,0.94,0.13,0.0066,0.0009,0.749224,0.0212727,50,5000,1000,Simbad,0.7436,0.0199999995529651,5507,61,52,0.9,-2.7,1.16,0.0261,0.0291,2.5,23.4,7.44e-07,0.0496,0.052,0.000863,28.8,30.1,0.00802,0.00028,0.0003,3.7,21.5,38,7,0.3800000000000002,0.244812050018913,0.231,4.6,None,NASA,1.926,1.923,New,ck04,TIC123499226,1.16,0.0261,0.0291,0.0225,0.0250862068965517,0 days 00:13:18.435810
TIC12421862,,2.2681601114546,-27.1221329702656,42.0592,0.0324,0.0067173826543487,3630.7805477010033,0.019337485181186,3630.7805477010033,0.0779830055725126,3630.7805477010033,0.1855239419109577,3630.7805477010033,0.1562110041589544,3621.445885061456,0.4516480985247992,3630.7805477010033,1.2531414831422762,3551.4033491464365,2.008168453301985,3544.8674429865373,2.6157728113851,3561.229810356255,,,23.736,pc,Gaia DR2 2333676738049780352,2.2715087068298057,-27.12174521661678,42.11854685109512,0.0467579587826969,3929.255,3800.0,4085.05,,,,,,42.07845175164214,0.0266312669975432,3650,75.0,0.44,0.02,0.1724,0.0078,42.1185,0.046758,50,5000,1000,Simbad,42.0592,0.0324000008404254,3748,52,48,1.3,2.7,0.411,0.0134,0.0137,3.3,-6.6,0.000299,0.0461,0.0472,0.0173,1.33,1.36,0.161,0.0052,0.0054,3.4,-6.6,13,12,0.16,0.0740099999019291,0.478,2.19,None,NASA,1.803,1.799,New,ck04,TIC12421862,0.411,0.0134,0.0137,0.032603406326034,0.0333333333333333,0 days 00:11:19.317641
TIC126606859,,316.096508022315,24.6541953319536,12.37,0.0392,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0030199522509269,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.008084252075271,3629.1088963300863,3630.7805477010033,3630.7805477010033,0.0960284463278035,3557.951305988067,0.1665712761148213,3561.229810356255,0.2000782475718437,3567.7958848932244,,,80.8407,pc,Gaia DR2 1841177820379504768,316.09693877610465,24.65367387879993,12.36999741843474,0.0391567004390206,3653.6775,3333.5,4219.5103,,,,,,12.369998707790796,0.0277032645907359,3400,100.0,0.45,0.09,0.0518,0.0104,12.37,0.0391567,50,5000,1000,Baseline,12.37,0.0391567,3398,37,40,1.2,-0.1,0.452,0.0126,0.0126,2.8,0.4,3.13e-05,0.0397,0.0397,0.00559,3.55,3.55,0.052,0.0015,0.0015,2.9,0.4,14,6,0.11,0.0341618039223818,0.482,11.6,None,NASA,1.843,1.807,New,nextgen,TIC126606859,0.452,0.0126,0.0126,0.0278761061946902,0.0278761061946902,0 days 00:05:28.581551
TIC12666215,1.2409927,240.03357521581,-23.1892580927,5.2474,0.0233,3630.7805477010033,3630.7805477010033,0.0420726569256098,2884.0315031265977,0.1056817360689969,3280.9529329323555,3630.7805477010033,3630.7805477010033,0.1214634813230752,3621.5426150860144,3630.7805477010033,3630.7805477010033,0.3940940693462897,3551.4033491464365,0.5248072758604855,3544.8674429865373,0.591561488685271,3561.229810356255,,,190.571,pc,Gaia DR2 6237129658760381056,240.0333094501345,-23.189419566907127,5.162475087491682,0.0703693142121577,5182.7,5062.0,5263.475,1.2031957,1.2031957,1.001054,0.9836642,0.9836642,5.23900925452525,0.0221190279924485,5705,66.0,1.14,0.01,0.0547,0.0009,5.16248,0.0703693,50,5000,1000,Simbad,5.2474,0.0232999995350837,5636,45,51,0.9,-1.2,1.09,0.0231,0.0239,2.2,-4.4,3.27e-05,0.0306,0.0316,0.00572,2.68,2.76,0.0532,0.0012,0.0012,2.3,-2.7,12,25,0.2500000000000001,0.1241330390370449,0.352,11.6,None,NASA,1.856,1.836,New,nextgen,TIC12666215,1.09,0.0231,0.0239,0.0211926605504587,0.0219266055045871,0 days 00:11:11.826277
TIC127530399,0.73407435,217.60912357636,-46.15920093128,8.0924,0.019,3630.7805477010033,3630.7805477010033,0.0200078247571843,3597.493352298018,3630.7805477010033,3630.7805477010033,0.0719117488176168,3499.451673165252,0.0726609065089579,3621.545950676964,3630.7805477010033,3630.7805477010033,0.2865497356906848,3544.8674429865373,0.4591980612381682,3554.67581984433,0.4902302265909629,3551.4033491464365,,,123.573,pc,Gaia DR2 6099012478412247296,217.6091997680482,-46.1595159827923,8.107337097606159,0.0371023610212622,4812.34,4733.46,4878.86,0.7141935,0.7141935,0.26037538,0.25859135,0.25859135,8.095503325224984,0.0169114981835642,4714,87.0,0.75,0.03,0.0566,0.0023,8.10734,0.0371024,50,5000,1000,Simbad,8.0924,0.0189999993890523,4711,82,88,1.9,-0.1,0.753,0.0205,0.0214,2.8,0.4,3.71e-05,0.0386,0.0403,0.00609,3.17,3.31,0.0567,0.0015,0.0016,2.8,0.2,12,8,0.11,0.0463063071352215,0.554,11.6,None,NASA,1.897,1.892,New,ck04,TIC127530399,0.753,0.0205,0.0214,0.0272244355909694,0.0284196547144754,0 days 00:11:13.745259
TIC130181866,0.8966361,117.47941940674,27.36318262981,44.6848,0.0228,3630.7805477010033,3630.7805477010033,3.3419499305879965,3564.511335730064,6.251727806366109,3597.493352298018,3630.7805477010033,3630.7805477010033,7.330384620550026,3621.4058600553767,3630.7805477010033,3630.7805477010033,20.511623950262283,3499.451673165252,26.08554516955196,3544.8674429865373,28.628595424532136,3577.667696856915,,,22.379,pc,Gaia DR2 875071278432954240,117.47936985963258,27.363134229785587,44.60699171072605,0.0444372673397033,5713.5,5669.5,5925.6665,0.8335781,0.8335781,0.7718557,0.7707021,0.7707021,44.66858525226936,0.0202856771332013,5688,28.0,0.91,0.03,0.3775,0.0125,44.607,0.0444373,50,5000,1000,Simbad,44.6848,0.0228000003844499,5712,30,31,0.5,0.4,0.897,0.0126,0.013,1.4,-1.4,0.00161,0.0199,0.0205,0.0401,0.248,0.255,0.373,0.0052,0.0054,1.4,-1.2,22,28,0.11,0.0442843135515618,0.231,23.7,None,NASA,1.858,1.838,New,ck04,TIC130181866,0.897,0.0126,0.013,0.0140468227424749,0.0144927536231884,0 days 00:11:43.370438
TIC130634730,1.3260882,187.6313380502,-1.16090066857,1.5599,0.0161,3630.7805477010033,3630.7805477010033,0.0100000035134666,3435.5794832423744,0.0173780052346418,3531.831700100824,0.0178648682164059,3404.0818960756146,0.0203668146446191,3621.559293071489,3630.7805477010033,3630.7805477010033,0.0513334155559956,3544.8674429865373,0.0668651837977627,3557.951305988067,0.0703396438123019,3561.229810356255,,,641.067,pc,Gaia DR2 3695568295896473856,187.63140270175072,-1.1609171174045274,1.4821258316606325,0.0250019297141238,5863.5,5811.0,5967.0,1.2804841,1.2804841,1.8726958,1.7923294,1.7923294,1.5371026515005628,0.0135362389187969,6351,198.0,1.31,0.03,0.0181,0.0005,1.48213,0.0250019,50,5000,1000,Simbad,1.5599,0.0161000005900859,6293,118,138,2.2,-0.9,1.22,0.0279,0.0275,2.3,-6.9,3.62e-06,0.0355,0.0351,0.0019,9.33,9.22,0.0177,0.00044,0.00044,2.5,-2.2,12,36,0.11,0.0573657930687811,0.35,4.6,None,NASA,2.056,1.917,New,nextgen,TIC130634730,1.22,0.0279,0.0275,0.0228688524590163,0.0225409836065573,0 days 00:11:11.870681
