HD,Teff,Teff_err,Rstar,Rstar_err,angdia,angdia_err,plx,plx_err
TIC268159861,3788,54,0.47,0.05,0.0245,0.0026,5.60203,0.0243567
TIC26817284,5631,200,0.8,0.36,0.0119,0.0053,1.5932,0.0243713
TIC26817863,5695,70.35,1.2,0.18,0.0078,0.0012,0.696616,0.0152831
TIC268302011,6406,90.67,1.46,0.14,0.016,0.0016,1.17542,0.0202956
TIC268379849,5762,287.38,0.98,0.2,0.0262,0.0054,2.87613,0.021083
TIC268383727,5418,120.33,0.76,0.09,0.0018,0.0007,0.251495,0.0899711
TIC268387099,5949,144.6,1.09,0.27,0.0153,0.0038,1.51226,0.019239
TIC268390796,4253,55.15,0.57,0.03,0.0095,0.0005,1.79771,0.0325814
TIC268481319,5661,105.05,0.9,0.13,0.021,0.003,2.50425,0.0222847
TIC268483792,5159,82,0.82,0.06,0.0128,0.001,1.68372,0.0284311
TIC268492383,5383,159,0.76,0.13,0.0081,0.0014,1.14683,0.0341502
TIC268603980,5602,166,1.01,0.27,0.0158,0.0042,1.68672,0.0169517
TIC268604100,6096,119.67,1.2,0.37,0.0078,0.0024,0.697575,0.0306501
TIC268608781,5919,99.49,1.12,0.16,0.016,0.0023,1.53433,0.0159701
TIC268612417,5374,87.46,0.83,0.04,0.0182,0.0009,2.36115,0.0161899
TIC268612521,5600,200,0.94,0.45,0.0091,0.0044,1.0407,0.0226392
TIC268704766,5297,200,0.93,0.5,0.0095,0.0051,1.09547,0.0174389
TIC268712158,4847,97,0.74,0.04,0.022,0.0012,3.20011,0.0156405
TIC268713285,4257,200,0.52,0.05,0.0109,0.0011,2.24619,0.0362661
TIC268935452,6127,199.75,1.2,0.51,0.011,0.0047,0.989342,0.0198738
TIC269029175,5786,115,1.47,0.23,0.0265,0.0042,1.93911,0.021285
TIC269030207,6026,97.07,1.12,0.11,0.0084,0.0008,0.805976,0.0167972
TIC269032792,6237,104.45,1.65,0.46,0.0277,0.0077,1.80632,0.0269834
TIC269119490,5751,103,1.07,0.18,0.0251,0.0042,2.51773,0.0269966
TIC269262974,5851,286.31,1.03,0.25,0.0102,0.0025,1.06542,0.0223721
TIC269263219,5242,157,0.72,0.1,0.0136,0.0019,2.02831,0.0225519
TIC269263577,7500,300,1.57,0.08,0.0241,0.0013,1.64798,0.0297392
TIC269263934,5009,218.03,0.75,0.06,0.0095,0.0008,1.3602,0.0444348
TIC269264648,6105,129,1.29,0.25,0.0102,0.002,0.84684,0.0245953
TIC269270853,5550,289.64,0.89,0.15,0.0088,0.0015,1.05951,0.0164813
TIC269271535,5212,100,0.78,0.05,0.0285,0.0018,3.92796,0.02161
TIC269357457,4258,100,0.56,0.02,0.0195,0.0007,3.74529,0.0352244
TIC26961231,3591,100,0.47,0.01,0.0168,0.0025,3.8413895,0.5762723
TIC26962715,4758,53.5,0.72,0.01,0.0219,0.0003,3.27194,0.0155683
TIC269701147,5348,100,0.94,0.02,0.1628,0.0035,18.6247,0.0252827
TIC27006192,3767,150,0.49,0.02,0.0143,0.0006,3.12995,0.0328129
TIC27006340,5501,122,0.87,0,0.0087,0.0003,1.07224,0.0400728
TIC27006665,4945,69.87,0.75,0.03,0.0103,0.0005,1.47401,0.030488
TIC27007509,5957,107.73,1.08,0.23,0.0065,0.0014,0.644206,0.0167322
TIC27009720,6194,143.17,1.23,0.24,0.0043,0.0009,0.375273,0.0330384
TIC27010191,5241,100,0.87,0.04,0.0303,0.0014,3.7449,0.0228449
TIC27011135,4605,100,0.67,0.04,0.0238,0.0014,3.82424,0.0192787
TIC27014562,4075,61.23,0.6,0.03,0.0154,0.0008,2.76822,0.0409922
TIC27039476,5520,60,0.9,0.04,0.0927,0.0042,11.0758,0.0602907
TIC270520765,4262,100,0.56,0.02,0.0122,0.0005,2.34555,0.0451972
TIC270521167,6296,202.94,1.36,0.6,0.0106,0.0047,0.838045,0.0202607
TIC270521439,5437,176.17,0.86,0.1,0.0092,0.0011,1.14399,0.0274916
TIC270525576,5611,84,1.4,0.23,0.0127,0.0021,0.975743,0.0258621
TIC270610053,5409,108.67,0.83,0.08,0.0055,0.0006,0.713352,0.0305417
TIC270611154,4385,49.1,0.59,0.03,0.0156,0.0008,2.84257,0.0259049
TIC270611599,6028,81,1.45,0.25,0.0048,0.0009,0.353099,0.025456
TIC270615037,5956,200,0.93,0.35,0.0089,0.0034,1.03452,0.0210649
TIC270615136,5145,0,0.73,0,0.0103,0.0001,1.52386,0.0206357
TIC270616541,6227,121.69,1.32,0.59,0.0079,0.0035,0.643883,0.0155912
TIC270617233,5728,84.52,0.99,0.22,0.0042,0.001,0.455359,0.0271289
TIC270617362,4983,78.38,0.76,0.04,0.0091,0.0005,1.28989,0.0290639
TIC270618467,5473,123.22,0.99,0,0.0114,0.0002,1.23532,0.0195146
TIC270619260,5421,64,0.9,0.01,0.1225,0.0014,14.6396,0.0212401
TIC270619473,5243,84,0.83,0.07,0.0092,0.0008,1.19062,0.0293792
TIC27064468,6150,110,1.24,0.03,0.0716,0.0019,6.20581,0.0616282
TIC270695184,4351,100,0.57,0.02,0.0112,0.0004,2.10822,0.035375
TIC270695341,5946,94.8,1.08,0.26,0.01,0.0024,0.995227,0.0234314
TIC270696519,5889,84.29,1.17,0.21,0.0187,0.0035,1.7197799,0.0996695
TIC270698316,6150,73,2.09,0.1,0.0469,0.0023,2.41366,0.0250031
TIC270698499,6091,120,1.26,0.24,0.0095,0.0018,0.813376,0.0150708
TIC270699185,5667,140.13,0.92,0.14,0.0066,0.001,0.773719,0.0257846
TIC270700432,5646,175.4,0.94,0.16,0.0138,0.0024,1.58085,0.023989
TIC270704515,5802,122.74,1,0.16,0.0081,0.0013,0.871935,0.0181427
TIC270705258,5726,86,1.29,0.21,0.0059,0.001,0.495212,0.0272517
TIC270705307,5069,95.03,0.74,0.05,0.0054,0.0004,0.788784,0.0368389
TIC270705374,5177,78.15,0.81,0,0.0075,0.0004,1.00053,0.0472554
TIC270705735,6570,133.26,1.66,0.74,0.0193,0.0086,1.25067,0.0138111
TIC270706782,5692,138.46,0.96,0.21,0.0062,0.0014,0.689524,0.0297855
TIC270781284,6092,100,1.31,0.24,0.0154,0.0028,1.26102,0.0146233
TIC270782121,5667,113.87,0.94,0.15,0.0113,0.0018,1.29057,0.0234655
TIC270786157,5820,226.58,1.01,0.2,0.0097,0.0019,1.02775,0.0193443
TIC270787590,6182,140.35,1.27,0.52,0.0087,0.0036,0.73607,0.0171939
TIC270788519,6340,200,1.22,0.24,0.0065,0.0013,0.572219,0.0230291
TIC270789362,4707,101.16,0.67,0,0.0098,0.0002,1.57966,0.0321935
TIC270790035,5962,79,0.97,0.04,0.0072,0.0004,0.802988,0.0255583
TIC270790094,5887,70,1.24,0.21,0.0083,0.0014,0.72278,0.0242121
TIC270790313,6099,112,1.17,0.38,0.0076,0.0025,0.696106,0.0237039
TIC270790652,5471,149.7,0.85,0.09,0.0035,0.0005,0.448708,0.0328312
TIC27081773,5759,107.08,0.93,0.11,0.0047,0.0006,0.540401,0.0297941
TIC27082352,6326,250,1.13,0.56,0.007,0.0035,0.669369,0.0223232
TIC27082724,5420,108,0.87,0.09,0.0182,0.0019,2.25057,0.0134731
TIC27082730,5926,176,0.94,0.28,0.0074,0.0022,0.851139,0.018792
TIC27083727,5760,124,1.52,0.24,0.0165,0.0026,1.16777,0.0160729
TIC27084006,5624,74.83,0.95,0.17,0.0073,0.0013,0.827859,0.0307354
TIC270854155,6095,81.71,1.22,0.42,0.0069,0.0024,0.607898,0.0245185
TIC270854411,4942,200,0.92,0.61,0.0146,0.0097,1.70766,0.0244664
TIC270855225,5331,63,0.78,0.03,0.0062,0.0004,0.857968,0.0507943
TIC270857274,5833,117.2,1.01,0.18,0.0075,0.0014,0.793334,0.030486
TIC270857590,5530,166,0.79,0.18,0.0079,0.0018,1.07209,0.0300315
TIC270858032,5723,200,0.9,0.35,0.0046,0.0018,0.54496,0.0317575
TIC270863576,5977,200,0.91,0.47,0.0064,0.0033,0.761806,0.0215691
TIC270948636,5808,90.04,1.01,0.23,0.0059,0.0014,0.622891,0.0397439
TIC270954695,6195,181.71,1.27,0.46,0.0107,0.0039,0.909095,0.0184582
TIC270955277,6217,147.74,1.28,0.56,0.0095,0.0041,0.795359,0.019005
TIC270956861,5105,100,0.8,0.05,0.0151,0.001,2.02308,0.0445535
TIC270957896,5196,117.54,0.8,0.05,0.0062,0.0005,0.830047,0.047012
TIC270959184,5539,154.02,0.86,0.1,0.0071,0.0009,0.890934,0.0320948
TIC270959279,5769,169.66,0.96,0.12,0.0068,0.0009,0.765579,0.0367832
TIC271040328,5727,140.59,0.97,0.22,0.0079,0.0018,0.874581,0.0240336
TIC271040560,6072,182,1.01,0.31,0.0113,0.0035,1.20389,0.0160868
TIC271040678,5760,63.34,1.05,0.29,0.0045,0.0013,0.456447,0.0222912
TIC271044777,4825,96,0.73,0.04,0.0179,0.001,2.64059,0.0170857
TIC271046092,5885,250,1.03,0.5,0.0067,0.0033,0.701621,0.0288238
TIC271046140,5740,100,1.19,0.23,0.0285,0.0055,2.57183,0.0225511
TIC271046907,5079,106.9,0.77,0.04,0.0136,0.0007,1.90453,0.021468
TIC271050878,5508,133.16,0.87,0.09,0.0045,0.0005,0.550184,0.0306474
TIC271051532,5679,93.91,0.95,0.16,0.005,0.0009,0.56516,0.0315046
TIC271052158,5378,100,0.95,0.14,0.0326,0.0048,3.69041,0.024283
TIC271158747,5476,141.55,0.87,0.1,0.0158,0.0018,1.95296,0.0160472
TIC271158815,5993,107.01,1.14,0.31,0.0051,0.0014,0.478474,0.0341309
TIC271159855,5679,101.54,0.95,0.13,0.0065,0.0009,0.738012,0.0307138
TIC271159950,5232,200,0.89,0.46,0.0155,0.008,1.86777,0.0213837
TIC271162671,5935,98.9,1.06,0.09,0.01,0.0009,1.01146,0.0178935
TIC271162715,4524,104.75,0.68,0.03,0.0123,0.0006,1.94862,0.028738
TIC271163971,5614,130.34,0.91,0.13,0.0112,0.0016,1.31846,0.0242666
TIC271164596,5821,177.41,1,0.17,0.0064,0.0011,0.684883,0.0298031
TIC271164778,5866,105,1.37,0.21,0.0115,0.0018,0.905832,0.0185518
TIC271165395,5806,123.65,1.01,0.25,0.0061,0.0015,0.650755,0.0324183
TIC271165854,5303,116.55,0.82,0.06,0.0071,0.0006,0.92864,0.0368234
TIC271165895,4094,91.2,0.53,0.06,0.0063,0.0008,1.27528,0.0636602
TIC271169413,3558,73,0.37,0.02,0.1087,0.0059,31.5815,0.073223
TIC271253848,6371,169,1.07,0.31,0.0062,0.0018,0.62618,0.0228946
TIC271253957,5840,90.4,1.1,0.17,0.0096,0.0015,0.934364,0.0161532
TIC271255413,4306,53.07,0.63,0.02,0.0153,0.0005,2.6172,0.0287967
TIC271255614,5870,115.73,1.04,0.2,0.0079,0.0016,0.819164,0.0333429
TIC271256817,5474,132.7,0.88,0,0.0079,0.0002,0.959626,0.0279448
TIC271259677,5387,131.81,0.84,0.08,0.0101,0.001,1.28666,0.0235682
TIC271260980,6142,100,1.45,0.27,0.0137,0.0026,1.01829,0.0166641
TIC271262203,3705,0,0.5,0,0.017,0.0002,3.65228,0.0392143
TIC271346561,5732,74.53,0.97,0.07,0.0149,0.0011,1.65604,0.015523
TIC271347119,5148,83.48,0.78,0.02,0.0081,0.0004,1.11938,0.0423488
TIC271347296,6020,155.87,1.13,0.31,0.0094,0.0026,0.895723,0.0214693
TIC271348323,5693,136,0.82,0.21,0.011,0.0028,1.44057,0.0150506
TIC271349932,4861,77.85,0.75,0.02,0.032,0.0009,4.59312,0.0138043
TIC271350547,5834,157,0.8,0.21,0.0086,0.0023,1.15891,0.0285668
TIC271351820,5441,107.87,0.86,0.1,0.0094,0.0011,1.17409,0.0287712
TIC271352188,5739,164,1.03,0.24,0.0194,0.0045,2.02881,0.0153541
TIC271355361,5753,133.18,0.97,0.13,0.0093,0.0013,1.02914,0.026668
TIC271355638,5776,200,0.92,0.38,0.0122,0.005,1.42108,0.02057
TIC271424795,4830,74.56,0.73,0.03,0.0142,0.0006,2.09087,0.0182143
TIC271427581,5332,179.19,0.82,0.07,0.0087,0.0008,1.14445,0.0289746
TIC271430916,5312,140.65,0.83,0.07,0.0136,0.0012,1.76765,0.0218725
TIC271433874,6037,155.85,1.11,0.31,0.0055,0.0062,0.5334307,0.5803015
TIC271537530,4017,68,0.62,0.02,0.017,0.0006,2.95651,0.0435556
TIC271537714,6241,116.66,1.31,0.48,0.0041,0.0016,0.340536,0.0304646
TIC271537790,5431,143.14,0.86,0.09,0.0097,0.001,1.20647,0.0290545
TIC271538318,6018,134.73,1.12,0.31,0.0062,0.0017,0.590994,0.0314938
TIC271539239,5064,161.02,0.75,0.05,0.0099,0.0007,1.41711,0.0296191
TIC271545939,4350,45.98,0.66,0.01,0.013,0.0003,2.11736,0.0327842
TIC271546110,6620,213.78,1.65,0.68,0.012,0.005,0.784916,0.018138
TIC271546191,4504,100,0.62,0.03,0.0159,0.0011,2.758953,0.13029
TIC271546798,5478,72.81,0.86,0.02,0.0192,0.0005,2.40134,0.0134814
TIC271661839,5888,160.5,1.03,0.19,0.0099,0.0018,1.03137,0.0191703
TIC271662623,5502,74,1.06,0.08,0.0147,0.0011,1.49472,0.0146384
TIC271663670,6077,143.77,1.15,0.31,0.0124,0.0034,1.15986,0.0220769
TIC271669275,5902,123.56,1.08,0.27,0.0111,0.0028,1.10888,0.0297489
TIC271669616,6747,156.03,1.81,0.67,0.0123,0.0046,0.730368,0.0211123
TIC271671025,6025,95.04,1.25,0.2,0.0355,0.0057,3.05187,0.0238153
TIC271752712,6337,208.71,1.4,0.6,0.0099,0.0042,0.75684,0.0220283
TIC271755153,5712,122,1.2,0,0.0071,0.0003,0.6364,0.0300068
TIC271758442,5281,169.66,0.81,0.06,0.0078,0.0006,1.03142,0.0342829
TIC271758949,5337,155.96,0.82,0.07,0.0074,0.0007,0.973229,0.0364416
TIC271759028,5961,131.56,1.08,0.3,0.0055,0.0015,0.548413,0.0225527
TIC271760755,5486,77.47,0.85,0.02,0.0281,0.0007,3.55575,0.0264127
TIC271762145,5785,265.49,0.99,0.2,0.0082,0.0017,0.889572,0.0266248
TIC271763415,5794,204.81,0.99,0.18,0.0085,0.0016,0.924665,0.0197433
TIC271769940,4208,150,0.55,0.03,0.0133,0.0007,2.60696,0.023996
TIC271770315,5472,73.56,0.9,0.12,0.0076,0.0011,0.912359,0.0365154
TIC271774166,5836,75.4,1.06,0.26,0.0091,0.0022,0.91836,0.0239597
TIC27186509,6417,90.52,1.41,0.15,0.0244,0.0027,1.85697,0.0441865
TIC27187218,6322,71.6,1.34,0.14,0.0143,0.0015,1.15117,0.0157859
TIC27187386,5475,73,0.88,0.11,0.01,0.0013,1.2218,0.0186766
TIC271877680,5807,96.43,1.06,0.15,0.0123,0.0017,1.24639,0.0157095
TIC271877992,5618,112,1,0.13,0.0122,0.0016,1.31231,0.0188049
TIC271881331,4818,143,0.86,0.09,0.0164,0.0017,2.05104,0.0245624
TIC271885110,5330,79,1.01,0.16,0.0107,0.0017,1.13711,0.0369549
TIC27188610,5500,75.39,0.9,0.13,0.0116,0.0017,1.39116,0.0201715
TIC271958892,4769,172,0.71,0.07,0.0109,0.0011,1.65058,0.0291555
TIC271959909,5515,193.53,0.87,0.11,0.0092,0.0012,1.13096,0.029362
TIC271960006,4776,158.62,0.72,0.04,0.0111,0.0006,1.65711,0.029624
TIC271960465,5299,100,0.83,0.07,0.0071,0.0007,0.919771,0.0390323
TIC271964647,5595,200,0.84,0.32,0.0109,0.0042,1.39619,0.0246689
TIC271966200,6077,243.54,1.14,0.31,0.0064,0.0018,0.598893,0.0315944
TIC271968263,5813,100.75,1.03,0.1,0.0116,0.0011,1.20983,0.0184482
TIC271970692,6214,192.71,1.28,0.43,0.0073,0.0025,0.610133,0.0324545
TIC271971130,3075,75,0.24,0.01,0.0526,0.0022,23.5534,0.0472244
TIC272073383,5596,181.65,0.9,0.14,0.0047,0.0008,0.56484,0.0331038
TIC272073436,5383,61.72,0.87,0.09,0.0091,0.001,1.1292,0.0321459
TIC272074477,4587,88.05,0.7,0.03,0.0141,0.002,2.1649228,0.2884004
TIC272078218,5674,74.62,1.32,0.28,0.0091,0.0019,0.738217,0.0121402
TIC272080244,6063,190,1,0.32,0.0069,0.0022,0.739337,0.0254087
TIC272083644,5406,149.3,0.84,0.07,0.01,0.0008,1.27418,0.0231784
TIC272083669,5573,200,0.93,0.37,0.008,0.0032,0.922088,0.0277949
TIC272084528,5502,168.32,0.87,0.1,0.0071,0.0009,0.876807,0.0347433
TIC272085033,5877,112,1.85,0.35,0.013,0.0025,0.753306,0.0174672
TIC272172942,5770,59.8,1.16,0.34,0.0295,0.0087,2.73453,0.0219863
TIC272173269,5071,153,0.81,0.08,0.0155,0.0015,2.05799,0.0237495
TIC272180236,6040,201,1.69,0.41,0.0331,0.008,2.1046,0.0212186
TIC272180918,6062,218.54,1.13,0.35,0.0088,0.0027,0.83421,0.0199217
TIC272180958,5653,72.44,0.94,0.03,0.0154,0.0005,1.76402,0.0153409
TIC272184502,5187,207.12,0.79,0.07,0.0068,0.0007,0.92243,0.0451411
TIC272269239,6704,142.25,1.78,0.69,0.0111,0.0043,0.670294,0.0157273
TIC272270522,5924,202.44,1.05,0.26,0.006,0.0015,0.619142,0.0255741
TIC272270869,5484,123,0.84,0,0.0066,0.0003,0.848296,0.0326433
TIC272272564,5538,111.3,0.91,0.12,0.0087,0.0012,1.03152,0.0364264
TIC272275278,5675,159.75,0.95,0.16,0.0004,0.0014,0.046623,0.1565553
TIC272278272,5512,86.32,1.3,0.19,0.0104,0.0015,0.859004,0.017852
TIC272278496,4836,83.81,0.73,0.03,0.0137,0.0006,2.02253,0.0212977
TIC272279290,5573,77.72,1.15,0.16,0.0105,0.0015,0.978491,0.0156037
TIC272279981,5757,155,0.76,0.17,0.0088,0.002,1.24757,0.0220053
TIC272282253,5105,96.95,0.78,0.04,0.016,0.0008,2.20874,0.015533
TIC27231753,5139,60.81,0.82,0.24,0.0116,0.0034,1.52647,0.0183224
TIC27233725,4391,118,0.68,0.03,0.0174,0.0008,2.74565,0.0285122
TIC27235573,5455,87.48,0.85,0.08,0.0092,0.0009,1.16312,0.0243742
TIC272375343,6165,100,1.35,0.25,0.0295,0.0055,2.34776,0.0243444
TIC272376022,5756,144.59,1,0.21,0.0089,0.0019,0.956491,0.0452387
TIC27239111,6126,115.41,1.18,0.37,0.0126,0.0039,1.14464,0.0144967
TIC27239696,5933,67.87,1.59,0.07,0.0217,0.001,1.46931,0.0213427
TIC27239856,6159,92.7,1.25,0.5,0.0075,0.003,0.647423,0.0206673
TIC27240575,6046,190,1.01,0.32,0.0075,0.0024,0.802013,0.029219
TIC272484980,5206,200,0.83,0.42,0.0121,0.0061,1.56877,0.0226083
TIC272488625,5630,200.63,0.95,0.17,0.0111,0.002,1.25918,0.0241466
TIC272489533,5526,100,0.89,0.15,0.0087,0.0015,1.05376,0.0307018
TIC272489594,4612,101.02,0.7,0.03,0.0109,0.0005,1.67082,0.0354152
TIC272490211,6122,190,0.96,0.31,0.005,0.0017,0.563997,0.0407446
TIC272491028,6082,168.06,1.16,0.36,0.0073,0.0023,0.676306,0.0237963
TIC272491981,5066,79.91,0.78,0.03,0.0255,0.001,3.51014,0.0158882
TIC272496083,6335,200,1.15,0.52,0.0103,0.0047,0.962587,0.0218362
TIC272596372,6090,169,1.07,0.29,0.007,0.0019,0.705552,0.0271363
TIC272597130,5594,84.04,0.93,0.06,0.019,0.0012,2.19381,0.0233702
TIC272601000,5913,72.81,1.04,0.07,0.0173,0.0015,1.7895442,0.0924115
TIC272601375,5243,100,0.82,0.07,0.0196,0.0017,2.56708,0.0189485
TIC272601590,6169,100,1.34,0.26,0.013,0.0025,1.04629,0.0177645
TIC272602477,5756,67.99,0.76,0.29,0.0108,0.0044,1.5331472,0.2251698
TIC272605867,5461,214.9,0.87,0.1,0.0103,0.0012,1.26769,0.0210019
TIC272707494,5984,188,0.91,0.28,0.0056,0.0017,0.66501,0.024838
TIC272708868,3837,481,0.52,0.11,0.0083,0.0018,1.70785,0.0364301
TIC272715773,5331,194.78,0.84,0.07,0.0166,0.0014,2.119,0.0190701
TIC272716728,5957,196.63,1.11,0.27,0.012,0.0029,1.16365,0.0261089
TIC272719153,6202,133.62,1.28,0.52,0.0059,0.0024,0.497523,0.0305265
TIC272837755,5610,94.38,0.93,0.05,0.0185,0.001,2.1442,0.0149877
TIC272839596,5573,149,0.84,0.2,0.0122,0.0029,1.56001,0.0179314
TIC272841734,6496,147.03,1.54,0.65,0.0082,0.0035,0.570006,0.0234799
TIC272842291,5443,103.28,0.86,0.1,0.0106,0.0013,1.32734,0.0269572
TIC272843289,6561,148.25,1.65,0.74,0.0162,0.0073,1.05618,0.0162381
TIC272843763,5865,93.8,1.11,0.17,0.0103,0.0016,0.997899,0.016287
TIC272845785,5326,51.69,0.78,0.03,0.0061,0.0003,0.835647,0.0188637
TIC272940104,6083,177.4,1.17,0.38,0.0059,0.0019,0.541166,0.025862
TIC272942100,3568,150,0.48,0.02,0.0233,0.001,5.22348,0.0333944
TIC272942844,5527,128.51,0.9,0.11,0.0092,0.0012,1.09517,0.0334706
TIC272943597,5544,148,0.84,0.2,0.015,0.0036,1.91976,0.0159272
TIC272944301,5842,246.43,0.99,0.21,0.0093,0.002,1.01233,0.0349881
TIC272944990,6089,121,1.26,0.24,0.0111,0.0021,0.950448,0.0209696
TIC273035189,4894,97,0.68,0.04,0.0322,0.0019,5.08792,0.0252857
TIC273036122,5355,178.89,0.84,0.09,0.0187,0.002,2.38745,0.018526
TIC273036401,5816,200,0.96,0.51,0.0102,0.0054,1.14023,0.0200273
TIC273044848,6170,72.99,1.24,0.18,0.015,0.0022,1.30007,0.0159493
TIC273046164,5944,91.26,1.94,0.5,0.02,0.0052,1.10685,0.0231915
TIC273047792,6436,154.47,1.5,0.69,0.0171,0.0079,1.22675,0.0141576
TIC273129679,5557,132.83,0.89,0.1,0.0077,0.0009,0.926132,0.024503
TIC273130565,5416,95.5,0.88,0.09,0.0109,0.0011,1.32886,0.023472
TIC273131021,6198,139.13,1.25,0.52,0.0095,0.004,0.820419,0.0271382
TIC273131845,5701,138.16,0.96,0.17,0.0054,0.001,0.607504,0.0339717
TIC273132699,5180,200,1.04,0.52,0.0121,0.0061,1.25353,0.0279736
TIC273141643,5958,259.15,1.11,0.3,0.008,0.0022,0.7776,0.0336206
TIC273231214,6182,58,1.52,0.14,0.0292,0.0027,2.0676,0.0215835
TIC273234664,5222,236.98,0.8,0.08,0.0117,0.0012,1.57292,0.0283102
TIC273234825,5990,38,1,0.02,0.0129,0.0003,1.39093,0.0176152
TIC273238089,6158,276.88,1.24,0.46,0.0067,0.0025,0.584989,0.0253128
TIC273372570,6215,194,1.05,0.33,0.0062,0.002,0.637792,0.0282901
TIC273373488,4713,100,0.72,0.04,0.0121,0.0007,1.80766,0.0196573
TIC273373582,3784,38.88,0.51,0.03,0.0177,0.0011,3.73881,0.0472469
TIC273377282,5894,80.86,1.14,0.07,0.0156,0.001,1.4725,0.0179947
TIC273378026,5862,195.01,1,0.18,0.0092,0.0017,0.990559,0.0182999
TIC273378480,5288,159,0.74,0.11,0.0083,0.0012,1.21039,0.024654
TIC273378908,5972,141.9,1.09,0.29,0.0037,0.001,0.366448,0.0205157
TIC273379660,5333,86.45,0.84,0.07,0.0073,0.0007,0.936437,0.0470712
TIC273383120,5979,132,1.21,0.23,0.0177,0.0034,1.57488,0.0177225
TIC273499989,5570,287.71,0.92,0.18,0.0144,0.0028,1.67758,0.0225342
TIC273500946,5678,317.91,0.95,0.22,0.0057,0.0013,0.639816,0.0335838
TIC273507060,6370,285.54,1.44,0.64,0.0127,0.0056,0.945245,0.0219553
TIC273582656,5844,264.61,1.02,0.26,0.0107,0.0027,1.12865,0.0304477
TIC273590427,3900,200,0.53,0.04,0.0151,0.0011,3.05948,0.0321976
TIC273591945,5948,211.07,1.08,0.27,0.0122,0.0031,1.21805,0.0189724
TIC273681023,5264,90.56,0.82,0.06,0.007,0.0006,0.91283,0.0300537
TIC273681580,4910,100,0.79,0.04,0.0242,0.0012,3.29135,0.0142633
TIC273685548,6293,123,1.15,0,0.0075,0.0003,0.697148,0.027895
TIC273690178,5345,100,1.11,0.05,0.0235,0.0011,2.28043,0.0168358
TIC273690208,6087,92.28,1.12,0.07,0.0166,0.0011,1.59556,0.0167004
TIC273690421,5442,164,0.97,0.25,0.01,0.0026,1.10436,0.026489
TIC273694712,5796,108,1.04,0.2,0.0081,0.0016,0.833682,0.026064
TIC273694735,5840,174,0.85,0.25,0.0055,0.0017,0.70091,0.0342079
TIC273773509,5692,173,1.06,0.31,0.0126,0.0037,1.27973,0.0224072
TIC273866337,6681,268,1.75,0.69,0.029,0.0114,1.78099,0.0147108
TIC273873718,3810,150,0.51,0.02,0.0257,0.001,5.4249,0.0290525
TIC273875149,4971,96.57,0.75,0.04,0.0083,0.0005,1.19075,0.0366759
TIC273875635,5378,60,0.73,0.03,0.008,0.0004,1.17385,0.0377199
TIC273876171,5803,25,1.72,0.07,0.0082,0.0006,0.510076,0.0312768
TIC27390527,5909,88.29,1.06,0.23,0.0053,0.0012,0.54123,0.0179738
TIC27391836,5967,96.47,1.1,0.26,0.0102,0.0024,0.998262,0.0173095
TIC27394293,5790,100,1.27,0.24,0.0212,0.004,1.79369,0.013506
TIC27396246,6200,124,1.64,0.28,0.0147,0.0025,0.962586,0.0169405
TIC27397848,6004,102,1.12,0.03,0.0312,0.0009,2.99628,0.0211434
TIC274017990,5268,186.36,0.81,0.07,0.0141,0.0012,1.86534,0.0209328
TIC274022334,5633,76,1.16,0.18,0.01,0.0016,0.923566,0.0240206
TIC274030824,6115,100,1.47,0.28,0.0168,0.0032,1.22517,0.0215877
TIC274031725,6335,273.34,1.4,0.6,0.015,0.0064,1.15004,0.0160851
TIC274126997,5429,122,0.9,0,0.0112,0.0002,1.33575,0.0256203
TIC274198407,5746,100,1.19,0.21,0.0223,0.0039,2.01555,0.0133502
TIC274198958,6014,33.11,1.25,0,0.0155,0.0002,1.33114,0.0158556
TIC27455225,5857,139.18,1.02,0.18,0.0073,0.0013,0.765653,0.0268028
TIC27456723,6063,181,1.01,0.3,0.0086,0.0026,0.920577,0.0183993
TIC27458633,5986,200,0.9,0.41,0.0074,0.0034,0.881653,0.0160394
TIC27458799,5353,86.5,0.83,0.06,0.0063,0.0039,0.818645,0.5011208
TIC27491137,5200,70,0.77,0.01,0.1707,0.0022,23.8322,0.029804
TIC27531854,5772,156,0.9,0.28,0.0087,0.0027,1.04108,0.0273701
TIC27531978,5875,66.36,0.9,0.03,0.0197,0.0007,2.34754,0.0179144
TIC27532033,5731,200,1.06,0.47,0.0139,0.0062,1.40879,0.017518
TIC27532128,6031,121.96,1.13,0.29,0.0045,0.0012,0.431246,0.0297969
TIC27532561,4723,167,0.75,0.05,0.0095,0.0007,1.36346,0.0405381
TIC27534138,6197,130.15,1.64,0.08,0.033,0.0017,2.16449,0.0244916
TIC27534458,6291,88.58,2.04,0.37,0.0239,0.0044,1.26097,0.0238095
TIC275486985,5615,200,0.81,0.36,0.0071,0.0032,0.940924,0.030133
TIC275488493,5985,112.26,1.11,0.25,0.0078,0.0018,0.75349,0.0250514
TIC275490218,5575,149.33,0.92,0.12,0.0121,0.0016,1.41284,0.0214272
TIC275490412,5704,169,0.8,0.19,0.0053,0.0013,0.712904,0.0358568
TIC275490723,5215,78.36,0.81,0.03,0.007,0.0004,0.932442,0.0427075
TIC275493574,5190,161,0.83,0.1,0.0102,0.0012,1.32511,0.0231627
TIC275494505,6144,47.25,1.57,0.05,0.0102,0.0072,0.697864,0.4927943
